,number,phone_no_m,label,voc_rate_1908,calltype1_rate1908,calltype3_rate1908,city_rate1908,country_rate1908,IMEI_rate1908,call_dur_mean1908,hourAver_1908,dayAver_1908,voc_rate_1909,calltype1_rate1909,calltype3_rate1909,city_rate1909,country_rate1909,IMEI_rate1909,call_dur_mean1909,hourAver_1909,dayAver_1909,voc_rate_1910,calltype1_rate1910,calltype3_rate1910,city_rate1910,country_rate1910,IMEI_rate1910,call_dur_mean1910,hourAver_1910,dayAver_1910,voc_rate_1911,calltype1_rate1911,calltype3_rate1911,city_rate1911,country_rate1911,IMEI_rate1911,call_dur_mean1911,hourAver_1911,dayAver_1911,voc_rate_1912,calltype1_rate1912,calltype3_rate1912,city_rate1912,country_rate1912,IMEI_rate1912,call_dur_mean1912,hourAver_1912,dayAver_1912,voc_rate_2001,calltype1_rate2001,calltype3_rate2001,city_rate2001,country_rate2001,IMEI_rate2001,call_dur_mean2001,hourAver_2001,dayAver_2001,voc_rate_2002,calltype1_rate2002,calltype3_rate2002,city_rate2002,country_rate2002,IMEI_rate2002,call_dur_mean2002,hourAver_2002,dayAver_2002,voc_rate_2003,calltype1_rate2003,calltype3_rate2003,city_rate2003,country_rate2003,IMEI_rate2003,call_dur_mean2003,hourAver_2003,dayAver_2003
10,10,4a3fe69177d1db33296ead78bc2eb3410f458f51ceea9c26ad5c7baf10e07e5f0ad6795b98145306d9844f93d4a239bb054ebc20905d55880ea5fdc19331c2da,0,4.823529411764706,,,80.0,80.0,,100.3170731707317,4.823529411764706,3.037037037037037,3.823529411764706,,,63.0,63.0,,166.7076923076923,3.823529411764706,2.5,3.5,,,28.0,18.666666666666668,,82.71428571428571,4.0,2.6666666666666665,3.9375,,,63.0,63.0,,130.71428571428572,4.5,2.863636363636364,2.92,,,72.0,72.0,,97.91780821917808,5.615384615384615,3.1739130434782608,3.333333333333333,,,88.0,88.0,,110.47777777777776,6.0,3.6,2.6666666666666665,,,31.0,31.0,,32.03125,3.2,2.1333333333333333,2.8,,,39.0,19.5,,101.38095238095238,3.8181818181818175,2.0
11,11,1708e1c2c7e6e3ba949421eede6d80cf77fb12b692a7514a988cd74ad89d963f0c129dfc0db43c5c8fba6b6122c12a3e7e6dc4930686d39b60a1ecd16afa6cda,0,2.357142857142857,,,66.0,33.0,,54.65151515151515,3.882352941176471,2.64,2.1724137931034484,,,63.0,31.5,,44.61904761904762,3.9375,3.0,1.864864864864865,,,34.5,23.0,,46.78260869565217,4.928571428571429,2.76,1.807692307692308,,,47.0,47.0,,40.191489361702125,3.357142857142857,2.0434782608695654,1.8846153846153848,,,49.0,49.0,,44.6530612244898,3.5,2.5789473684210527,1.9333333333333331,,,58.0,29.0,,42.41379310344828,3.8666666666666663,2.5217391304347827,2.935483870967742,,,91.0,91.0,,219.16483516483515,4.789473684210527,4.333333333333333,3.608695652173913,,,83.0,41.5,,50.73493975903615,5.533333333333333,3.1923076923076925
12,12,1de2d338adcd6a255a17141ba1c663fbc8071f2ed756a248d6f1d77f44f6d841a68cae430cf13f09bc447e97416b9cee313fe305742d0913a912da426593108c,0,1.1666666666666667,,,3.5,2.333333333333333,,48.0,1.1666666666666667,1.4,1.8333333333333333,,,5.5,5.5,,47.72727272727273,1.5714285714285714,1.8333333333333333,1.5,,,3.0,3.0,,51.16666666666666,1.5,2.0,1.3333333333333333,,,4.0,4.0,,86.75,1.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,,44.0,1.0,1.0,,,,,,,,,,1.8,,,18.0,18.0,,41.72222222222222,1.8,2.0
13,13,b16920c8dfc8a0e1349db12d2d3285f77e31c6a6d3ed2a68725f41e628c0f98d5ce55bb71ca33e3bc52acbfaf946cd2bdae06142413dece51698d1a3444d2935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,13.0,13.0,,48.07692307692308,1.4444444444444444,3.25,3.9574468085106393,,,93.0,46.5,,60.61290322580645,12.4,6.413793103448276,2.333333333333333,,,35.0,35.0,,224.57142857142856,3.1818181818181817,1.9444444444444444,2.731707317073171,,,112.0,112.0,,62.80357142857143,8.0,3.733333333333333
14,14,7edc0ed9e4afb9648b18ae4517516ed1c641103c2f83dd3d4d75f56c9c01bd0e46bf26962bc343453579d1a858a4471ab7b864a81f33b0edb1cd558c34f79205,0,4.375,,,35.0,35.0,,60.4,2.333333333333333,1.9444444444444444,6.153846153846154,,,80.0,80.0,,75.7375,5.0,3.333333333333333,2.833333333333333,,,34.0,34.0,,69.0,2.6153846153846154,2.0,4.25,,,34.0,34.0,,105.23529411764706,2.6153846153846154,2.4285714285714284,6.555555555555555,,,59.0,59.0,,61.983050847457626,3.933333333333333,2.8095238095238093,5.777777777777778,,,52.0,52.0,,63.5,3.466666666666667,2.260869565217391,3.272727272727273,,,36.0,36.0,,99.05555555555556,3.0,2.571428571428572,4.3,,,43.0,43.0,,83.95348837209302,2.388888888888889,2.388888888888889
15,15,73e9ee7e186d0483f568bc1227cfc407fb5548a441dc1943841c723faded61e1f9522da24287b565e1472002308fb8f0db9c5bfa67f4e1e0b48210c3da018629,1,2.893617021276596,,,136.0,136.0,,102.08088235294116,6.476190476190476,12.363636363636363,3.037037037037037,,,246.0,246.0,,65.8739837398374,12.3,8.785714285714286,4.012345679012346,,,322.0,322.0,,56.449230769230766,15.476190476190476,10.483870967741936,5.615384615384615,,,352.0,234.66666666666663,,73.3,33.18181818181818,24.33333333333333,5.640449438202247,,,457.0,91.4,,48.43227091633466,26.42105263157895,16.193548387096776,5.393939393939394,,,300.0,300.0,,59.24719101123596,18.73684210526316,17.8,,,,,,,,,,,,,,,,,,
16,16,afb879635550e8c192c9507e5481faa3e32b440a1809eb98dd6940ec675a5098225f834d1d08262ee0a00b3bf97b8b75fb620eb0c136228b3e3405173fe43fa1,0,4.52,,,56.5,22.6,,59.95575221238938,7.533333333333333,4.035714285714286,3.264705882352941,,,55.5,37.0,,78.92792792792793,7.4,4.111111111111111,3.033333333333333,,,30.33333333333333,11.375,,71.23076923076923,5.6875,4.136363636363637,3.8666666666666663,,,58.0,29.0,,58.689655172413794,6.823529411764706,4.461538461538462,3.566666666666667,,,53.5,26.75,,65.67289719626169,6.294117647058823,3.962962962962963,2.833333333333333,,,42.5,21.25,,100.6470588235294,5.666666666666667,3.1481481481481484,2.227272727272727,,,24.5,24.5,,140.0408163265306,3.769230769230769,2.7222222222222223,4.516129032258065,,,70.0,28.0,,74.15,9.333333333333334,5.185185185185185
17,17,d374d619082ea422e8e99bb417beb4e860e49c3628bde9efccf8246dc977a010fce803d5c351dea47392f94d770f11c4ec40c34459f553ac161b78d7304fb1b2,0,2.0357142857142856,,,28.0,11.2,,55.42105263157895,4.071428571428571,3.1666666666666665,2.6595744680851063,,,41.66666666666666,13.88888888888889,,52.744,6.944444444444445,4.807692307692308,3.367088607594937,,,52.8,18.857142857142858,,63.909774436090224,14.77777777777778,8.866666666666667,3.151898734177215,,,52.75,21.1,,49.06827309236948,12.45,8.3,3.821428571428572,,,107.0,53.5,,46.4392523364486,17.833333333333332,10.35483870967742,2.552083333333333,,,107.5,43.0,,41.9061224489796,13.61111111111111,8.75,1.4838709677419355,,,9.0,9.0,,65.3913043478261,3.066666666666667,2.7058823529411766,1.9661016949152543,,,52.0,52.0,,86.62068965517241,6.444444444444445,4.296296296296297
18,18,9f5a6e330a5a45c879f6f6065d9a2e73d0053c425cd5b2b9ee0ac292ec40aef23e29b2d7f01207e44eceb0db0d4feb00559c67a7673637bfb5f7d9d49f9cbe4a,1,2.411764705882353,,,13.666666666666666,8.2,,98.6829268292683,3.1538461538461537,2.9285714285714284,3.4615384615384617,,,15.0,11.25,,110.84444444444443,3.0,5.0,1.0,,,3.0,3.0,,420.3333333333333,1.0,1.0,1.8,,,9.0,4.5,,64.77777777777777,1.5,1.8,1.8571428571428568,,,13.0,6.5,,125.53846153846152,1.4444444444444444,1.8571428571428568,1.4,,,7.0,3.5,,687.7142857142857,1.4,1.4,2.3,,,46.0,46.0,,122.91304347826087,3.8333333333333335,6.571428571428571,,,,,,,,,
19,19,6988a9ed8a63aa4b3c6945f625e3f9d0be3a376585d3e2f4e05c28e01a387161be31cd54d38e269780bf4b633ecc64f505cce2db6fb32a1a2bcb3d1943ab3897,0,3.290322580645161,,,81.0,20.25,,59.490196078431374,6.0,3.923076923076923,6.976190476190476,,0.0068259385665529,249.0,49.8,,53.57337883959045,13.952380952380953,9.766666666666667,5.361702127659575,,0.0396825396825396,59.5,23.8,,65.0436507936508,12.6,8.689655172413794,4.066666666666666,,0.0601092896174863,,,,62.50819672131148,10.764705882352942,7.956521739130435,5.186046511627907,,0.0044843049327354,,,,129.08071748878925,13.9375,7.193548387096774,4.852941176470588,,,58.0,29.0,,47.98181818181818,10.3125,11.0,5.9423076923076925,,,72.0,48.0,,60.8705501618123,16.263157894736842,11.444444444444445,5.2,,,,,,67.80177514792899,18.77777777777778,10.903225806451612
20,20,c32f698c84a8ad2964b8b76c526d6c08ec5db44ff1d2e4394e19bb292f45aeaa216e006a3bafba99f86b7c69058d6c45d8cc7588ff5244bf149fa8bf4e5f1b77,1,,,,,,,,,,1.0,,,1.0,1.0,,122.0,1.0,1.0,,,,,,,,,,3.0,,,3.0,3.0,,30.33333333333333,1.5,1.5,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,54.0,1.0,1.0,1.2533333333333334,,,,,,136.29787234042553,9.4,18.8
21,21,8b9179c987165956a6221eaf4c738182f59a07a13ccf4b3957e1ef2f5633ac1325efa9aeb94a1fa1d6e87ba854e13f994a15af06f8698d8f2a8b0adb1df4f53c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0608695652173914,,,,,,128.11748633879782,36.6,52.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,168aa25a3c9d315165077fe4ce43cf809416bc7d075c34513c7c03d1356f6d9dd54103ed93ce05ebae0de6bff237e1ec945d250aa17823ed828e890e2ce615e1,0,,,,,,,,,,1.2727272727272727,,,14.0,14.0,,145.78571428571428,1.5555555555555556,1.2727272727272727,1.5,,,15.0,15.0,,50.53333333333333,2.142857142857143,1.1538461538461535,3.2,,,16.0,16.0,,60.4375,2.6666666666666665,1.6,3.0,,,3.0,3.0,,33.333333333333336,1.0,1.5,2.4,,,,,,19.58333333333333,1.5,1.7142857142857142,,,,,,,,,,1.0,,,,,,22.0,1.0,1.0
23,23,5f16fe8f53b70292de45477651ae40457d9e251b2812b934a44ac6e75786442078bbc5e521ee9d2c4589b21ab0c0e75e123f36b794d5f17e65fb6841a4eb7fb5,0,3.0,,,18.0,18.0,,86.22222222222223,2.25,2.571428571428572,4.0,,,8.0,8.0,,109.0,2.0,2.0,,,,,,,,,,,,,,,,,,,16.5,,,16.5,16.5,,37.72727272727273,2.357142857142857,3.6666666666666665,9.428571428571429,,,116.0,58.0,,85.49242424242425,7.333333333333333,7.333333333333333,4.6,,,16.5,16.5,,155.18840579710144,4.6,4.0588235294117645,7.166666666666667,,,7.5,5.454545454545454,,112.20542635658914,15.176470588235292,8.89655172413793
24,24,becad33ef685aa51b1c6ead188193059f7bb2008c074fc77fc8619355e0bfff502b64569c660d78bf0ca4c4d843b1b68b8275a64856fd983ed47d741225a83bd,0,1.8,,,9.0,4.5,,139.66666666666666,1.0,1.2857142857142858,2.25,,,9.0,9.0,,27.88888888888889,1.125,1.5,3.5,,,7.0,7.0,,32.714285714285715,1.4,1.4,2.0,,,6.0,6.0,,32.333333333333336,1.5,1.2,1.0,,,1.0,1.0,,152.0,1.0,1.0,1.0,,,2.0,2.0,,113.5,1.0,1.0,2.0,,,8.0,8.0,,117.625,1.1428571428571428,1.1428571428571428,1.0,,,5.0,5.0,,32.6,1.25,1.0
25,25,928df9be4c3e7304c83736a39aa81fa9fe3a1c76e01710e6581b0277ebced37390ce2472560921e7d62b2289eba6fb14eaaf9eff1a095dbcc2e872db6826650e,1,,,,,,,,,,,,,,,,,,,1.0,,,41.0,41.0,,21.463414634146343,10.25,41.0,1.0007178750897343,,,1394.0,1394.0,,38.43400286944046,107.23076923076924,63.36363636363637,1.0026357406431208,,,1902.0,1902.0,,33.405362776025235,146.30769230769232,67.92857142857143,1.0004231908590775,,,2364.0,2364.0,,25.398900169204737,197.0,76.25806451612904,1.0004899559039686,,,2042.0,2042.0,,23.49167482859941,170.16666666666666,70.41379310344827,1.000587544065805,,,1703.0,1703.0,,29.17909571344686,170.3,85.15
26,26,51fe5bf2476c2fc6903fc45bcec063ec8a16adda2b738dd620f062287d91b234abbbf3e68e01e9c63de97bd38bbf041a5571dbac501834012d4d529c6560d86a,0,5.75,,0.0144927536231884,68.0,34.0,,157.7391304347826,4.0588235294117645,2.875,5.6,,,28.0,28.0,,207.5,1.8666666666666667,1.6470588235294117,6.5,,0.0384615384615384,52.0,52.0,,176.01923076923077,4.333333333333333,2.888888888888889,6.333333333333333,,,38.0,38.0,,135.05263157894737,2.533333333333333,3.1666666666666665,4.75,,,57.0,28.5,,146.140350877193,3.8,3.5625,8.11111111111111,,,70.0,70.0,,110.82191780821918,5.615384615384615,3.4761904761904763,2.7,,,26.0,13.0,,147.22222222222223,2.4545454545454546,1.8,3.625,,0.0689655172413793,27.0,13.5,,141.20689655172413,2.230769230769231,2.071428571428572
27,27,a7aa19e6e8ea1ccf49dae947a55a85d3001fb347ecb79588fa54410402e2660423fd7f28b14303110f2051e36d84943029d4178899ad53df185b6e8121c98956,0,2.265957446808511,,,213.0,213.0,,60.16901408450704,10.142857142857142,6.870967741935484,1.8735632183908049,,,163.0,163.0,,67.96319018404908,10.1875,5.620689655172414,2.2268041237113403,,,214.0,214.0,,51.11574074074074,14.4,6.967741935483871,2.3063063063063063,,,256.0,85.33333333333333,,67.59765625,15.058823529411764,8.533333333333333,2.3524590163934427,,,287.0,287.0,,65.23344947735191,17.9375,9.258064516129032,2.395348837209302,,,206.0,206.0,,62.27669902912621,12.117647058823527,6.645161290322581,1.934065934065934,,,176.0,176.0,,63.71590909090909,11.733333333333333,6.068965517241379,2.3417721518987342,,,185.0,185.0,,78.91351351351351,11.5625,5.967741935483871
28,28,433bbcfb740f49bbe2392c84158445bd7648367d8ad05180cd55f8236dadf9c80ac7f27f037fc88507d00abad2604c60ef761566e6035c8f24ef4972fff2211f,0,1.0,,,3.0,3.0,,26.0,1.5,1.0,1.3333333333333333,,,4.0,4.0,,38.75,2.0,1.3333333333333333,1.0,,,9.0,9.0,,28.0,1.2857142857142858,1.2857142857142858,2.625,,,21.0,21.0,,66.52380952380952,1.9090909090909087,1.6153846153846154,1.2142857142857142,,,17.0,17.0,,37.35294117647059,2.125,1.3076923076923077,3.1666666666666665,,,19.0,19.0,,61.89473684210526,1.9,1.7272727272727273,2.0,,,10.0,10.0,,67.6,1.4285714285714286,1.4285714285714286,2.769230769230769,,,36.0,36.0,,47.16666666666666,3.0,1.8
29,29,0dfe7b8fe532ae4b85f64ef11aa478e2abae8d0c92d8118f0169c43600dc7d6af517139f1b8c5305ad5ba7b14d03812a910962649881d3be1af39434f350f6eb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0728744939271255,,,,,,227.35471698113207,24.09090909090909,88.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,0708b0ebd50a7eefd2040b84c4a20c10531d088bdc8eef5f8a59af927217c68232b6b98670250927610fb56e3f3e91f25f07bfb4b8b00e52788766eda944e03e,0,5.162162162162162,,,25.33333333333333,10.857142857142858,,87.38743455497382,10.61111111111111,6.366666666666666,5.894736842105263,,,43.2,19.63636363636364,,100.3125,11.2,7.466666666666667,6.0,,,81.5,40.75,,58.1,9.473684210526317,6.923076923076923,7.095238095238095,,,20.571428571428573,10.285714285714286,,96.751677852349,7.45,4.966666666666667,4.166666666666667,,,14.5,7.909090909090909,,68.53,5.882352941176471,4.166666666666667,7.047619047619048,,,45.66666666666666,27.4,,87.07432432432432,8.222222222222221,4.774193548387097,6.705882352941177,,,114.0,57.0,,120.75877192982456,14.25,7.862068965517241,4.366666666666666,,,39.0,19.5,,89.21374045801527,6.55,4.851851851851852
31,31,327135277270d460b7664eb975452b646630adda11cc27ce0804a7ce8b513ed6f7853a9c8c4273b319794b95413ebab24ba494055a4e6bdc75ba82cd109e6436,0,2.8823529411764706,,,24.0,8.0,,61.55102040816327,3.0625,2.333333333333333,1.9189189189189189,,,71.0,17.75,,71.85915492957747,4.176470588235294,2.6296296296296298,4.4,,,43.0,17.2,,53.45454545454545,5.5,3.6666666666666665,2.090909090909091,,,45.0,45.0,,76.93478260869566,3.066666666666667,1.9166666666666667,2.8095238095238093,,,28.5,14.25,,74.23728813559322,3.933333333333333,3.1052631578947367,2.419354838709677,,,24.666666666666668,12.333333333333334,,99.96,4.411764705882353,3.409090909090909,2.185185185185185,,,29.5,29.5,,143.6949152542373,3.933333333333333,2.6818181818181817,1.36,,,34.0,34.0,,72.11764705882354,2.4285714285714284,1.8888888888888888
32,32,bdfc6bac42ddb200415f38f5b53401fc3ea134f0ec5cfe67fc2e6c23f13fd7795cc800b8fba90cc7c06a458c5afe2d578a76dbd4168b00e5472f854d66bed284,0,5.529411764705882,,,94.0,94.0,,219.89361702127655,5.529411764705882,3.2413793103448274,6.5,,,65.0,65.0,,262.3076923076923,4.333333333333333,2.6,8.333333333333334,,,100.0,100.0,,153.9,6.25,3.571428571428572,5.384615384615385,,,70.0,70.0,,145.0857142857143,5.384615384615385,3.0434782608695654,5.75,,,69.0,69.0,,96.79710144927536,4.6,3.2857142857142856,3.727272727272727,,,41.0,41.0,,155.34146341463415,3.1538461538461537,2.05,4.090909090909091,,,45.0,45.0,,226.4,3.4615384615384617,2.5,5.923076923076923,,,77.0,77.0,,157.5974025974026,4.8125,3.08
33,33,337adca02abb4e2b17d9706912658a9b1d782099d3f85ccb917082c0eaed84de4edb025f53aa2ef8417f178a569ac2e9ee9ce8658f7365dee998041f9e14cc7c,0,3.8666666666666663,,,,,,59.44827586206897,3.8666666666666663,2.32,6.214285714285714,,,,,,51.04597701149425,4.833333333333333,3.2222222222222223,5.954545454545454,,,,,,101.95419847328245,7.277777777777778,4.366666666666666,6.0,,,,,,43.9537037037037,5.684210526315789,4.0,8.297297297297296,,,73.0,36.5,,51.65798045602606,13.347826086956522,9.903225806451612,8.88888888888889,,,159.0,79.5,,53.06875,8.0,5.925925925925926,4.0,,,104.0,52.0,,75.96153846153847,6.933333333333334,4.521739130434782,3.302325581395349,,,70.0,46.66666666666666,,72.02816901408451,8.352941176470589,4.733333333333333
